Rank,Principal,Points,Cloth,Wood,Glass,Metal,Circuit,Dfinity
118,o5jpm-wkdzp-cedjg-vk6ri-rite2-ssdbo-p2ngy-bfnin-lyclg-dhile-dqe,0,0,0,0,0,0,0
118,mzxt4-wmsp2-bohm3-avjij-4vgd6-h6tl6-m4kfb-uh2iu-yxsle-mctpt-aae,0,2,0,0,0,0,0
118,vrin4-wp65a-g2wxg-75vku-pw4zd-ou2h2-kwgfc-poi3d-7xcyh-iiywd-jqe,0,0,0,0,0,0,0
118,tq7wc-wngve-uml5o-wnp37-knavk-wmv53-ppvgl-cc4bd-obh5k-ddusb-5qe,0,0,0,0,0,0,0
118,kj2cg-wjadz-sleys-fu3oq-ipae7-ikcvi-6zrh5-xhurx-4dr6m-c7ljd-bqe,0,1,0,0,0,0,0
118,6m26g-wjo6g-toj3u-gs7qx-sa7dn-r2kyc-y3tyb-sqmf4-tcgqv-rcgpe-lqe,0,1,0,0,0,0,0
118,ycrxc-wiiym-cghia-slzam-ouyhd-4xojs-vrrug-fvcqd-aibag-22sup-pqe,0,1,0,0,0,0,0
118,2q6zg-wk3ar-bdho6-rx6xw-4xeaf-sbmst-vsv3j-23fvk-szmwg-yx62b-oae,0,1,0,0,0,0,0
118,wz636-wljig-bilod-rbdxw-zc32p-mzzlk-66ibq-g3c7i-wcbke-r5eby-yae,0,1,0,0,0,0,0
118,qqakr-wnpg6-njjto-s42ky-jb4mz-77bti-6z3yh-wa3gb-l5vqu-6vidu-xqe,0,0,0,0,0,0,0
118,3vehb-wpsge-645xo-tauyx-uwxts-zq7qu-fvrae-nt4ve-buu2v-6yjyr-zae,0,0,0,0,0,0,0
118,gt6fr-wjkbc-ro7uj-vzhgp-his4e-5wcly-3xidv-e3l2w-qapgv-23cx3-fqe,0,0,0,0,0,0,0
118,yybxr-wnijx-42gfc-wyhad-phsc4-kxm6k-xqfhc-fy3pv-muuua-4g5kf-2ae,0,0,0,0,0,0,0
118,hwbpj-wm4f2-kztqm-5lia2-gx7bh-lzb55-ftlge-3odfr-bqydr-sg4nm-jae,0,0,0,0,0,0,0
118,gq5fj-wok6a-miiza-6eazr-yc2kk-y4ltq-v7bc3-bu7mq-eownk-7hsom-lqe,0,0,0,0,0,0,0
118,ojmnz-wj3dy-wkevx-4jeru-n6fsi-jaore-2yas2-w7wst-ifd4r-qgoav-aqe,0,0,0,0,0,0,0
118,6cs3z-wp764-gr4jh-tgy7u-6ofxo-p5nrh-xnizl-hec76-sd3uq-lox3i-4ae,0,0,0,0,0,0,0
118,pjkdz-wlys4-p7ka4-43r3q-rhvmn-ejj2n-e2eaq-rolze-v27a3-gazzu-tqe,0,0,0,0,0,0,0
118,7coof-wjjgg-naez5-sydjw-l2ec5-luieo-nvyov-lgtow-ff2cb-qepgx-oqe,0,1,0,0,0,0,0
118,u4z3f-wmcuh-5tdv5-6o44b-qrik4-52trp-yvmnc-rpeue-f36lq-mjuij-4ae,0,0,0,0,0,0,0
118,jpolf-wlrec-bd5b4-nagd7-zqmac-3d53c-3j4ux-plefy-io4tg-kerbg-sqe,0,1,0,0,0,0,0
118,pyazn-wop65-ikdpe-v7ruh-qd25m-m2v3u-3mjg4-ge5cl-swfdt-kxpcg-pqe,0,1,0,0,0,0,0
118,qurjn-wmwwa-epvvt-efw5e-hsvjy-3cvvb-cycd2-wdl76-6hjm2-py2al-wqe,0,0,0,0,0,0,0
118,fgl3d-wkng6-64lxx-xavvd-mkero-3iopq-eanh6-rhjtb-is24u-ajcte-lqe,0,1,0,0,0,0,0
118,vfupl-wmau5-34lv5-is6fz-bauef-2lhxc-4biao-thm3p-xzs4v-qw4hv-pqe,0,0,0,0,0,0,0
118,ibzlt-wklp3-wlspj-jimrn-3sftq-3efeg-i2gj5-wba25-df4n2-dzab6-fae,0,0,0,0,0,0,0
118,qxdt3-wpu26-cq5wz-c54ho-pzbcd-pycc4-6etdz-taqt6-jjaxs-tzfvc-dae,0,1,0,0,0,0,0
118,od4p3-wnwzm-nrwcy-o3k6h-f7gzj-3mo4u-cuhmt-eqby3-2jq23-sxj6k-kae,0,0,0,0,0,0,0
118,jxkuh-wnv7v-wq2fc-3dnib-rjx47-mem3b-3svqg-5quzt-ycc76-vwnou-lae,0,0,0,0,0,0,0
118,2nm4p-wkacc-dcznp-2ys5j-wz2ds-l4lrd-rpjr3-5u46r-7hfz3-5x5u3-vqe,0,0,0,0,0,0,0
118,dvtu7-wi4sh-knfo7-rngz5-ewl5l-jvkgj-nmeht-zvczk-b64l4-zx7tq-dae,0,2,0,0,0,0,0
118,wz4tp-wm44j-dua3t-oc6zj-2l7dj-kc5e2-frkhx-s7f6k-5ehhi-bco64-3ae,0,0,0,0,0,0,0
118,qak5p-wj2ju-65dpj-cgjgv-wxnyt-vhrws-qleh3-4uule-br6mw-hd3ws-kqe,0,0,0,0,0,0,0
118,eeanx-wih4r-szvi4-56dcu-6podf-jgvb7-iznhm-of3il-47cmg-bsqyy-pae,0,0,0,0,0,0,0
118,k5wh7-wphxs-pv3od-veruh-2jegl-vyyc4-tchuu-2bryf-sihgb-jbypu-iqe,0,0,0,0,0,0,0
118,cwbpa-oonvf-kme2s-5uiwf-tunb4-vq24b-p4ssu-bt24l-xtgye-n4thp-eqe,0,0,0,0,0,0,0
118,u7l3i-okxbj-zels4-fbymq-eyjn2-evy6x-xcacp-2z5or-zd3uv-ih3lh-xae,0,0,0,0,0,0,0
118,codfq-ojhve-6dzwp-azas3-z6zlg-mb72l-iorsj-3xp5c-ldtcb-t55je-jae,0,0,0,0,0,0,0
118,mv4qe-ojwfu-vhqvo-3x56m-vqs3v-sxgus-qibng-n2wj7-gidwu-ujw62-cae,0,1,0,0,0,0,0
118,j5sku-oivb7-zlvp2-xo4x2-vprtw-4ud4s-e52un-6lqfd-wajvi-ks6oi-lae,0,0,0,0,0,0,0
118,5kc5e-oj3un-fuych-cd237-lykts-v2hyx-pjsgy-7di6p-v5t66-ply7c-wqe,0,1,0,0,0,0,0
118,ejoxe-omkas-fy5zi-xbryc-ef4t4-566og-cqlmn-5so3j-ccm2a-mjbk6-bae,0,0,0,0,0,0,0
118,5cljm-ol5qe-ah4cr-b5fm2-luyf2-m627c-e3jka-izq5s-incor-htpoe-nae,0,0,0,0,0,0,0
118,tlifm-omrgm-tfdzv-6lx4y-i57z7-zm4jl-cgd4u-6bbch-wsbsy-faqnc-mqe,0,1,0,0,0,0,0
118,ueqzu-oofis-or5fi-jm4uw-bkoh4-anixr-vnd5z-k674x-ghtrl-f3bky-cae,0,1,0,0,0,0,0
118,ywg34-omjo4-hfbws-a2ux2-pz3iw-zjkaj-lvoim-xy5nu-egbmn-oky2q-dae,0,2,0,0,0,0,0
118,2dxoc-on5sl-zwa3e-wv6jw-sq6br-dawpi-7wkix-ahxvn-6xnzr-bo2bw-nqe,0,0,0,0,0,0,0
118,kfdik-onow6-qsogn-vqpkd-irrxh-2elri-x6xlb-k5xs4-iztra-d5c33-7qe,0,0,0,0,0,0,0
118,wovlk-okqoj-rhu4g-v6lfw-dosce-u7f2d-cqf34-puy52-svatm-7yjd6-dae,0,0,0,0,0,0,0
118,m73lk-oirnf-v3o63-p2v4k-skcn7-54mii-txm5k-lakyy-cbuvw-lw6k2-fqe,0,1,0,0,0,0,0
118,fyz6g-okj36-gzjyj-o3dkh-pqja2-xqiox-6gjio-o3vbe-wmdh6-zucfh-wae,0,1,0,0,0,0,0
118,xvbww-oin5r-6zljl-gs2jx-b5vh7-drofa-vtzie-g7jrt-qaggj-wjggo-6qe,0,2,0,0,0,0,0
118,2onfg-onble-jnr3c-lkdq4-2djp4-oupvw-bj64z-lssyh-6iqdf-b5w3d-2ae,0,1,0,0,0,0,0
118,sc5ng-oivkm-fjqzp-zz25s-akayr-drnra-grfru-3ns2p-22kbj-pcpcw-aae,0,0,0,0,0,0,0
118,6pkfo-okrnp-6omnu-3urc4-ctq6f-5hfti-aa4zy-le4kf-kjv32-fq4j3-6ae,0,1,0,0,0,0,0
118,bzht6-ooq6k-cxb7a-rcdfw-mo4dx-zrqlf-pnwyg-nk2lg-pwzvb-aspua-bae,0,0,0,0,0,0,0
118,jasir-oklfk-2k5j3-psr2w-t4swu-56nav-yvasu-bzm6o-pgthi-cpkv5-6qe,0,0,0,0,0,0,0
118,posnj-onygh-6j77w-doqlb-zw5yo-rvwz2-j6v26-73gzl-abhrp-pgekh-vqe,0,1,0,0,0,0,0
118,m6wnr-olpfk-zoknr-7hioe-zohkn-v3oib-6puhd-ta6vh-vqpce-qp2uc-4ae,0,0,0,0,0,0,0
118,iyfdr-omctt-wyicw-im35v-wo53y-7v3a2-yqqbk-psvkj-cxtua-ak2bz-3qe,0,1,0,0,0,0,0
118,6ejxr-opkqj-paiwh-hax4w-mk4l5-jap5i-wfmvv-xgus5-ipsil-tqjut-3ae,0,0,0,0,0,0,0
118,uoszz-ol5fe-o3uyf-vj6ge-bc2tv-lkyrz-m5hjv-5t6dx-ggsrc-54lyn-cae,0,0,0,0,0,0,0
118,tbo7z-oi74v-cmz7w-hmfga-rnagh-hlssu-zsago-y4qio-wvlbq-durlh-sqe,0,0,0,0,0,0,0
118,algpz-oimgq-7k5vc-32eem-3bsfe-7owju-k56zj-jpud7-pop77-5edx3-uae,0,0,0,0,0,0,0
118,27t2n-ol2bw-fctam-iahc6-tx5dp-h3tae-o2knl-4ly5a-5j3c6-nakms-2ae,0,0,0,0,0,0,0
118,oywcv-olcz7-vkuxl-wef2m-yrh6v-wpni4-thp3c-tj2xx-ncmmm-4joru-7ae,0,0,0,0,0,0,0
118,lkhsv-oo3z7-pudl7-nmuki-uzlg6-sko6w-rvunx-p74e3-7qvte-peww7-4ae,0,0,0,0,0,0,0
118,t3lu5-omswz-uh4qc-x3btz-o252f-rxjfj-f3ria-2acdy-nkyye-cfeow-qae,0,0,0,0,0,0,0
118,pyqfn-omg6l-l6ncd-o4ipv-5ycvx-qprax-dbpj4-eopp7-wtsjt-xrys2-zqe,0,0,0,0,0,0,0
118,kohyt-omwzb-owhfs-g3tnp-j6rar-usxl2-j2ynh-2562c-a6axs-noe7x-3ae,0,0,0,0,0,0,0
118,ehvzd-okzy7-jujsh-ipxbw-lwn2e-g6npw-i7277-6rvfd-pfy7q-uwwjj-wqe,0,0,0,0,0,0,0
118,2ykdd-ontxb-oqb5q-nul4d-tf2zj-bmuoe-zopv4-estyb-urswb-7p4qc-vae,0,0,0,0,0,0,0
118,7dlbt-omhag-f5qkm-xl7xj-5hamf-sqzoc-eabvc-5c3lz-vzcey-adzye-sqe,0,1,0,0,0,0,0
118,e3nrt-on4x5-hhhmn-fmyyc-wddgk-tk2qg-v3red-wwm5a-xhebg-bh3cr-vqe,0,0,0,0,0,0,0
118,m3wxt-opin4-yw32x-lfhoe-nw6w2-otftn-m5t3q-q2kjs-4xhdx-rgtyr-eae,0,0,0,0,0,0,0
118,abnal-ojzrl-gtrbf-lwiko-zlhmw-y5g2n-rmcrk-gzixn-7skma-ca5el-eqe,0,1,0,0,0,0,0
118,4rue3-opqvy-bjpoo-4fpmi-daioo-myiwd-bslt7-f2obv-bqtq2-if3ko-7qe,0,2,0,0,0,0,0
118,n5od3-ojeto-cghwp-tsw7q-pzxxk-d3top-vxuke-xenrm-uuge4-uqxy2-yqe,0,1,0,0,0,0,0
118,ib5op-on7rb-uze7y-25hwx-svmnr-bt7ha-4yo5r-bu7xo-u4dcb-psxj6-7ae,0,2,0,0,0,0,0
118,5vkmx-ooib3-5k57y-eetou-lbr5k-lknzg-nk32f-b6egq-6fpvf-v74h4-4ae,0,0,0,0,0,0,0
118,sywix-olzif-75d2m-trifl-6m4q2-kdgda-2wsqb-hodpv-tlpbw-ztgce-oqe,0,1,0,0,0,0,0
118,3upwa-6p5pq-uka3n-h7aud-2lres-lykbw-qo3ln-bxgib-wzbmn-drbcx-tae,0,0,0,0,0,0,0
118,7y3si-6nqdg-ldr3g-ymdaf-byjya-l5izt-lov7z-6loeo-azpt2-m7mcb-7qe,0,0,0,0,0,0,0
118,sbvmq-6m7iv-mfj4x-wlik3-7aat6-gsw7p-4n2kj-einbd-vxxgk-xaxe5-mqe,0,0,0,0,0,0,0
118,5o5xi-6of5q-ipgv2-rkjhc-k2hok-djklc-koqgk-4kayk-2y7mn-354di-fqe,0,1,0,0,0,0,0
118,ts6dy-6lzsq-xv7y4-qvmax-bnbkm-kpvx4-m322w-v3tjq-33a3v-oy773-aqe,0,0,0,0,0,0,0
118,wzm24-6nwln-cpwby-mgupb-qkyhe-shhzo-vrfrd-o4ov5-rqeqn-i7g4n-iae,0,0,0,0,0,0,0
118,wmaw4-6nsxz-o5b4j-fjypx-mqnpy-me52a-uj7wl-gg5sb-x54vg-uq27z-xqe,0,0,0,0,0,0,0
118,zx65e-6ka4w-yjzyu-pjsd6-ypea4-3iaww-hzfnj-ryx2l-q6xab-kae6t-cqe,0,0,0,0,0,0,0
118,ki5fm-6ikhc-gk3tt-hlug6-vyvwi-ekktj-4q5mb-paa4u-zy3cp-ta2ie-zae,0,0,0,0,0,0,0
118,dmbok-6o4wa-icqlq-rxsuu-o7zq4-zgviw-i7ttc-z6epx-4okar-f2csh-vae,0,2,0,0,0,0,0
118,kus42-6l7y3-mel2j-c7bzg-xarsj-4lk4s-bzeep-scns6-litbb-ovt3t-2qe,0,1,0,0,0,0,0
118,dmsq2-6p56v-ceu6u-3hff7-o23fv-gk5ut-6kevk-svgua-u4bww-c7lmo-uae,0,1,0,0,0,0,0
118,bafnc-6muro-ywhvr-m66sh-u4l3a-ag24h-zeyps-voo6y-cwy4g-zgfj5-hae,0,2,0,0,0,0,0
118,is2h2-6kkod-xa4ca-4hdud-wpyxz-mgamc-filat-k7utg-bdzzw-dduzm-xae,0,2,0,0,0,0,0
118,k3od2-6nsgq-nhpmu-ufb7v-u4xqx-hbq7e-llfra-aie3n-5tmma-xmdxj-uqe,0,0,0,0,0,0,0
118,kaasg-6jpol-dwaew-l53co-jhdtu-z6xuy-xtgbn-o2qua-nyysg-zhvyl-7qe,0,1,0,0,0,0,0
118,7evs6-6ifhh-sthl3-4zblr-3rcnq-fb26v-fy6uj-5pgno-pvifv-iinan-aqe,0,0,0,0,0,0,0
118,hkve6-6m465-xmjcg-hddzd-5yegf-6kayr-tmmms-w3ekk-opxtv-x5yet-4ae,0,0,0,0,0,0,0
118,dq4ng-6n5b5-7jwig-2gjye-4vm3v-revxg-7crn7-n26ku-zndwg-5dqqs-cae,0,1,0,0,0,0,0
118,2prlo-6kahu-kgyro-awnsp-42ez5-ymuck-dcy6c-z4oye-kkvz7-boxky-sqe,0,2,0,0,0,0,0
118,pb6jw-6l75h-khxmd-g5jtr-tislj-33p4p-hv4zw-vh7pm-7y55s-gbj4p-qqe,0,1,0,0,0,0,0
118,ov7ob-6mrku-6a3ju-aub4f-v6oxk-ogkwt-cqk74-3osri-7j7ti-nnsdf-nqe,0,0,0,0,0,0,0
118,fac4j-6iwih-sbjyh-l32eo-oahqe-ugcgl-hl72u-pnten-s2iwr-eg3of-zqe,0,0,0,0,0,0,0
118,r5s2r-6kru2-cihc4-q272p-tpodh-6sbai-jpjvl-weam6-b65sf-ekmdw-jqe,0,0,0,0,0,0,0
118,ema2z-6lmpj-kwppk-joxof-j73j6-plcm6-xh76a-aaol5-e7rkj-d7cfy-2qe,0,1,0,0,0,0,0
118,wttbb-6jkqt-x7pwr-gcgq4-4s3o3-eiu4w-ijxrw-yi7jl-so6vl-4duhs-3qe,0,1,0,0,0,0,0
118,qox7r-6kgg3-i3rng-tv66h-lwunl-gmfte-r63in-suvoh-gbiet-wqvm5-4qe,0,2,0,0,0,0,0
118,tb25z-6ijdc-wqjo5-wnce3-ghtox-irhta-kg7ns-4znxa-mqp6n-pobn7-2ae,0,0,0,0,0,0,0
118,kdxhf-6jgym-tbqlk-ujlub-3g6kd-yjufz-wj4bs-zcgzs-jdy3p-24tkt-eae,0,1,0,0,0,0,0
118,jintv-6lgfg-l4scl-3kknf-h7gg6-7e66e-gulwx-tgek2-l6g4h-svvly-mae,0,0,0,0,0,0,0
118,okz63-6i4nq-m5iwg-6onst-3prht-uf3xk-rstkp-mo5vh-x3xto-qtebf-eae,0,0,0,0,0,0,0
118,gstcp-6jytx-t6654-6fp6l-lfjqp-lhetv-2hd4f-nrvzz-hiiin-goszh-3qe,0,0,0,0,0,0,0
118,5afqx-6noc4-5qzht-xqnnm-6qpo3-yccci-bhwkv-spdkf-wtztk-igkua-qae,0,3,0,0,0,0,0
118,hf6i7-6mcoe-bjxaj-7bsdw-iiofz-s2beh-kbafm-qjgwj-bjnz3-4633h-yqe,0,0,0,0,0,0,0
118,lywjh-6oegj-dmscb-avgyo-g7awe-re2r4-4lxr5-l53po-q3dsi-2s2hn-iqe,0,0,0,0,0,0,0
118,ju25h-6pgm6-wyym7-qc7sl-22kuh-unqan-2r2is-i5766-ywn6i-j237a-uae,0,0,0,0,0,0,0
118,llqxp-6mh3q-gxjzt-sqvhz-af6bv-h3pa3-bjffj-foiwe-a7bog-wgnan-cqe,0,0,0,0,0,0,0
118,i3wdp-6jyma-3tf4c-7sqzj-mkwof-qaspg-xlyh6-o3k5p-yvozp-mf34a-tae,0,2,0,0,0,0,0
118,vw7n7-6ixch-ljpou-wl4cw-iwc2o-xoild-bjycv-zrw5g-k7jbi-eqqpp-fqe,0,0,0,0,0,0,0
118,76uh7-6l23j-ldvzx-wjbto-h3hqn-nrrzn-dpc3t-xy2oy-gibp2-chx4o-mqe,0,0,0,0,0,0,0
118,araoi-bk4g4-raw3t-az7vf-xqutu-ka6z6-37cob-brzix-o5icm-desqy-oae,0,0,0,0,0,0,0
118,aqrpa-bmgwg-3do4v-yuaf3-junz5-v4bnw-nzoku-ntrw6-kalqe-jrgy2-dqe,0,0,0,0,0,0,0
118,zkjfq-bl7ih-7fv3a-v5ahf-idpm5-lvnxr-w2rqc-p5q7w-c5yhi-wzndg-3ae,0,1,0,0,0,0,0
118,keipq-bmfga-b7mil-my3u3-to7qr-eonwi-3qwx2-napem-s4vsk-fbb43-jqe,0,0,0,0,0,0,0
118,g4hhq-bjhjr-zjcah-jr2dc-xe2ky-56who-brok3-4zcuz-k2rsn-fvnmf-nae,0,0,0,0,0,0,0
118,kb2ru-bobll-2syir-zqrcq-sjikq-tktvl-uidzr-gudx6-dskmc-bx36w-jqe,0,1,0,0,0,0,0
118,ypnoo-bjjid-vgvn7-7cn4o-qyiw5-hq5d4-bk3ln-fojjs-yd3dv-xryh3-2qe,0,1,0,0,0,0,0
118,4bfys-biniv-cv45b-q4wwj-rv4i3-sm67h-cv2fl-peoya-7m3sf-7geks-fae,0,0,0,0,0,0,0
118,6ulyw-bpyuo-wwzfk-qfmsx-7gmsi-5kjn4-s4mm2-mhq2z-7lxjy-77335-iqe,0,0,0,0,0,0,0
118,y4bhs-bn4fm-xfv3j-rjm67-erjpj-qofrh-wfcsm-vnnm2-mxypg-t4qui-qqe,0,0,0,0,0,0,0
118,36kf2-bjd4s-2y7l5-p47tn-p4xdh-j3ymj-vmbcm-7ufut-wkf7e-fdf5s-nqe,0,0,0,0,0,0,0
118,zywmj-bihfk-uq76p-cebxl-ztzqo-jnb7f-kuph4-2jdt5-yoqva-iiv7q-5ae,0,0,0,0,0,0,0
118,y5q6j-bklyg-ojpdj-hzxe3-qmpgi-7kjdb-2evqc-fhgwb-kiego-ln3xv-3qe,0,0,0,0,0,0,0
118,mvuir-bkjcg-zrghd-shafx-bnh77-k7gzx-s7lnm-b3kqy-gywj6-fhklt-tqe,0,1,0,0,0,0,0
118,rrb6r-biemm-7biub-w3fbn-bkc5i-cgmz4-4c57x-xeufj-srz3n-rrbix-kqe,0,1,0,0,0,0,0
118,542xb-bnii6-2uiuk-yhduy-lhes2-wnoh6-wzynu-f2sat-l4gpa-7dhpu-3ae,0,0,0,0,0,0,0
118,koh5z-bo7m7-sakxk-gjuip-6pdxp-zy4ll-ps3vj-iv7di-he6bg-yosay-6qe,0,0,0,0,0,0,0
118,qp4s5-bpwh3-467ny-wn7ii-scner-ih2rw-dmarf-v6wpv-56nl3-jkh6i-cae,0,0,0,0,0,0,0
118,5njhf-bopue-ixgkp-v3ci3-d5gfc-62rar-65mzh-bcjuh-smkkx-3jgls-rqe,0,0,0,0,0,0,0
118,5ddpf-bk7xb-famzb-xvdsa-s6pv2-5egbr-kbe4l-qqdsa-3a6rf-mbpfy-oae,0,1,0,0,0,0,0
118,v3z7f-bjuqk-kqojk-arbbx-4ngzz-g7s4o-6aogz-ol2m5-wkqqp-ju66u-3ae,0,0,0,0,0,0,0
118,f5u4d-blhor-7nvo4-crb7k-xyrbi-b77vw-z66gj-lijzn-yvz7i-zzm3k-hqe,0,0,0,0,0,0,0
118,vr7a3-bpgqb-yfo7w-wqs7a-nnrae-plvyf-i4vir-cdr74-7pcfi-k76ec-oqe,0,0,0,0,0,0,0
118,qxa5l-bnq44-avc7l-csm3d-rqkvh-pwvde-fdkaf-skeuv-hckf7-jk7cj-7ae,0,0,0,0,0,0,0
118,775x3-bj4ak-4yzqj-5vbxc-d4zwz-zeuly-43b63-bk4tg-yn25e-p252m-mae,0,0,0,0,0,0,0
118,lr7qp-biwy2-3eher-xqroj-u4cra-7zjpg-epmww-73poz-boztb-5oltv-sqe,0,1,0,0,0,0,0
118,nvjup-bl7jd-pek5a-dam4f-nzwob-5i53e-sxf4v-u4vq2-lqdwv-5ykp5-gqe,0,1,0,0,0,0,0
118,57uph-bpqax-2bags-27eqe-dvlzp-sjsht-o5dmq-bdfik-5zb4r-cc3jw-xae,0,1,0,0,0,0,0
118,gijbp-bjhex-5s2dw-l5jmq-5idgz-ibk2m-wj7qq-diotj-c5huq-z7rfv-7ae,0,0,0,0,0,0,0
118,5r5rp-bnms5-eyrnq-i553u-rk5rk-y2yn5-brtdy-gnkel-tmdoy-ga653-uae,0,0,0,0,0,0,0
118,4ybvp-boxuu-fqgqp-7nolt-zrrnb-wlsfv-4scuw-v5jpn-rxd7i-izyy4-aqe,0,0,0,0,0,0,0
118,apknp-bmzxa-sz2qp-yiwi3-gndun-l675g-juphx-issxu-eh3qq-65w5j-qqe,0,2,0,0,0,0,0
118,nnip7-bjjir-p3hd6-so4kc-bwtap-j6twg-wufis-ef4fa-ucdtt-wnplk-fae,0,1,0,0,0,0,0
118,3eioi-riaie-qxcst-sikpz-3mosv-e74tp-pyan2-szxwu-wwqsw-kobev-hae,0,0,0,0,0,0,0
118,m7yfa-rmkhi-hkvvv-uvped-lunzp-feelo-7oh6a-dgck6-bbjds-ayd4r-7ae,0,0,0,0,0,0,0
118,f4exa-rpond-dsfcl-mhjpy-ppgv6-r2hj5-tvno6-ivauf-c6v5i-c4cg4-6ae,0,0,0,0,0,0,0
118,ztfna-rmvxi-wa2n5-d2yyi-daaem-oi647-hbkvz-lk5jf-3dzrl-zd72z-zqe,0,0,0,0,0,0,0
118,qdevy-rmsqv-xhl7p-utqy3-r2cbv-bvz7i-qumc6-jx4aq-kbzky-udslq-aae,0,1,0,0,0,0,0
118,cvq2e-rk5jr-mxmk5-zzua6-svdda-m3gvq-riyw4-tcb6y-eklt4-zfugd-oae,0,1,0,0,0,0,0
118,35vke-rolnp-jk4qd-4jblg-cunqr-tuwzm-uzsoy-eua6s-lefn2-ashz3-4ae,0,0,0,0,0,0,0
118,yrgum-rkcxy-6fdri-kegoa-knkku-gah66-7b7ap-nxiyl-q5wbv-vkbqh-aqe,0,1,0,0,0,0,0
118,q5d3m-rnjr6-fjn26-5gvs5-cohtg-qt3nr-usgch-p2e2a-53fo2-sryto-jae,0,0,0,0,0,0,0
118,rmofm-rkzxh-lqxtt-ntkxt-33zcb-xlknz-b7tvz-k4n7m-zfory-s2y3u-nae,0,0,0,0,0,0,0
118,euiog-rmvgx-sxwvr-mdlne-voh6y-3z6v5-siijk-tqt6p-ythwn-2dj2n-vae,0,0,0,0,0,0,0
118,f7qyg-rj4pg-zzywp-bgewm-4jlmr-majvu-bsr45-ssuzo-gil2n-2r5ki-vqe,0,0,0,0,0,0,0
118,7lk6s-rlfhd-vf3d2-edd46-lfh52-xyb6f-e5beu-elfsd-vh2ic-juokm-wae,0,0,0,0,0,0,0
118,zrhlg-rjcod-r6w74-brbzn-vz2br-gn72o-wrfxx-x3r3v-s3qmg-nh2lj-sqe,0,2,0,0,0,0,0
118,oxsbw-ri6vn-fejzw-jf3ke-5uqjv-3bfqz-huyhc-zt5dc-tieql-lh55l-nae,0,0,0,0,0,0,0
118,7atp2-ri5bh-fctya-hnudt-xufyq-7swgl-kmv4k-se67g-izg7f-5jmdu-dqe,0,0,0,0,0,0,0
118,jme36-rkokt-j7d4n-xh25j-yqr2z-m6rs2-zbzaw-zvon7-ac5eu-w2oc5-hqe,0,0,0,0,0,0,0
118,du7wb-rlihv-tok4q-kvbjd-5ddkb-c4bhq-632d2-qvied-3qy6t-7y436-bqe,0,0,0,0,0,0,0
118,be6wj-rndq7-26vnp-btz6p-weycb-scfqz-yehmk-7l3te-pl4yi-upbcz-cqe,0,0,0,0,0,0,0
118,bf2db-rmrwu-wuloe-jbzzw-ajcj5-5vgen-kx5xb-w4mh3-qwyws-x273p-lae,0,0,0,0,0,0,0
118,fyknb-rpkev-ty64v-aa6bu-ounaa-oi4hh-shx2u-b5sx7-qzpjy-i5ip3-mqe,0,0,0,0,0,0,0
118,jeovj-rpjf4-kl2p3-dwvjl-iac5u-cnsc4-3oiwn-cxhvq-shpck-kkxcc-oae,0,1,0,0,0,0,0
118,cfjjr-rmajp-24uti-2onvi-jfdxg-zhbny-suwec-un456-tjchz-35rqz-bae,0,1,0,0,0,0,0
118,dxjxr-rl4dt-4t2ik-u6gbq-z6hk3-iysab-jtxhl-ttn3e-tbfy4-yycgm-wqe,0,0,0,0,0,0,0
118,hp7on-rikps-j6fqv-lfdh5-b6r7f-xnonf-6smfz-rgn3u-kht27-vnlj7-gae,0,2,0,0,0,0,0
118,dxrsn-rnuj3-kzozl-f2hlh-gqb2f-x463w-qjyzj-4jjfs-eqcou-txk2n-sae,0,0,0,0,0,0,0
118,true5-rmgtv-n7ndw-ob7pq-p6vl5-sf6nb-4gecj-4fs7f-bswxb-q3dqp-3qe,0,1,0,0,0,0,0
118,3abp5-rpgb7-oefyc-mcmea-o6uph-znes7-umapu-mm2ch-mhnhp-zq7tw-wqe,0,0,0,0,0,0,0
118,xqqt5-riso3-cwvbp-7qf5d-jkih7-ugb5m-kiaq4-zes4m-xx67o-5hjij-2ae,0,0,0,0,0,0,0
118,wmked-rjnzg-6xspm-ns3ju-nn5zd-c4c3l-pyryk-7wefq-dcxfc-scbwf-vqe,0,0,0,0,0,0,0
118,v5xod-rlblj-jzrou-eys27-gs5yl-vwmmz-q4g62-b56mp-iqgi6-uxrfy-yqe,0,0,0,0,0,0,0
118,lhd2t-rkzzf-dbrd6-p3vtd-ly2hj-shvxh-ucydc-gy5kx-vcggt-hhemo-oqe,0,0,0,0,0,0,0
118,timtd-rictc-6fszk-g2pcl-oguk4-x3nxo-oturk-nnghp-nngnf-djoug-6ae,0,1,0,0,0,0,0
118,6xint-rnigr-usgak-iqghs-tjyd2-5piy6-lgd2h-udkcy-sp75d-2gfal-7ae,0,1,0,0,0,0,0
118,ielyl-rmnnc-6zhi5-r3ns2-hbkh2-gfe5r-i2mj5-t65lc-manb4-uvbuz-nae,0,0,0,0,0,0,0
118,xifc3-rispt-rfdiw-g3yw3-cqcxs-4zyzb-e6wpx-ilzow-vpltw-g3uyt-dae,0,0,0,0,0,0,0
118,6rctl-rjfvu-vyqtv-lhrqw-vjn5i-6h5wt-sjrqg-dg2vk-fnm5v-hcurt-oae,0,0,0,0,0,0,0
